General,English Translation,পদ (Google API),Updated Human,পদ (Human),Barishal_bangla_speech,Sylhet_bangla_speech,Chittagong_bangla_speech,Mymensingh_bangla_speech,Noakhali_bangla_speech
রুমি,Rumi,বিশেষ্য,বিশেষ্য,বিশেষ্য,রুমি,রুমি,রুমি,রুমি,রীতিমতো
রেঁধেছো,cooked,বিশেষ্য,ক্রিয়া,ক্রিয়া,রানছো,রানচো,রাইদ্দোদে,রানসো,রুমি
রেওয়াজ,custom,বিশেষ্য,বিশেষ্য,বিশেষ্য,চাল চালতাছে  ,রেওয়াজ,রেয়াজ,রেওয়াজ,রাঁধছো
রেখে,keeping,ক্রিয়া,ক্রিয়া,ক্রিয়া,থুইয়া,রাখিয়া,রাহিয়েরে,রাইক্ষা।,রেওয়াজ
রেখেছি,kept,বিশেষ্য,ক্রিয়া,ক্রিয়া,রাখছি,রাখছি,রাইক্কি,রাখছি,রাই
রেখেছিলেন,kept,বিশেষ্য,ক্রিয়া,ক্রিয়া,রাখছেলে,রাখছিলা,রাইক্কিলো,রাখসিলেন,রাইকছি
রেখেছে,kept,বিশেষ্য,ক্রিয়া,ক্রিয়া,থুইছে,রাখছে,রাইক্কি,রাখসে,রাখছিলেন
রেখেছেন,kept,বিশেষ্য,ক্রিয়া,ক্রিয়া,রাখছে  ,রাখছইন,রেখাসে,রাখছেন ,রাখছে
রেখো,keep,ক্রিয়া,ক্রিয়া,ক্রিয়া,রাইখো,রাকিও,রাইক্কো,রাইখখো,রাইখসেন
রেগে,angry,বিশেষণ,ক্রিয়া,ক্রিয়া,চেইত্যা,রাগ,রাগি,রাইজ্ঞা,রাখিও
রেডিওতে,on the radio,অব্যয়,অব্যয়,বিশেষ্য,রেডিওতে,রেডিওত,রেদিওত,রেডিওতে,রাগি
রেলগাড়ি,train,বিশেষ্য,বিশেষ্য,বিশেষ্য,রেলগাড়ি,রেলগাড়ি,রেলগাড়ি,রেলগাড়ি,রেডিওত
রেললাইনের,Railway line,বিশেষ্য,বিশেষণ,বিশেষ্য,রেললাইনের,রেললাইনওর,রেললাইনর,রেললাইনের,রেলগাড়ি
রোগা,skinny,বিশেষ্য,বিশেষণ,বিশেষণ,রোগা,বেমারি,সময়,রোগা,রেললাইনের
রোগা,skinny,বিশেষ্য,বিশেষণ,বিশেষণ,হুগনা,হালাক ,লেডা,রোগা,রোগা
রোগীকে,to the patient,বিশেষ্য,বিশেষ্য,বিশেষ্য,রুগীরে,বেমারিরে,রোগিরে,রোগীরে,হুগনা
রোগের,of disease,অব্যয়,বিশেষণ,বিশেষ্য,রোগের,অসুখওর,রোগর,রোগের,রোগীরে
রোজ,every day,সর্বনাম,অব্যয়,অব্যয়,পেরতেকদিন,রোজ,রোজ,রোজ,অসুকের
রোজা,fasting,ক্রিয়া,বিশেষ্য,বিশেষ্য,রোজা,রুজা,রোজা,রোজা,রোজ
রয়ে,Roy,ক্রিয়া,ক্রিয়া,ক্রিয়া,রইয়া,রই,রয়,রইয়া,রোজা
রয়েছে,has,ক্রিয়া,ক্রিয়া,ক্রিয়া,আছে,রইগেছ,আইসসে,আসে,রই
লক্ষ্য,aim,বিশেষ্য,বিশেষ্য,বিশেষ্য,টার্গেট  ,লক্ষ্য,লক্ষ,লক্ষ্য,আছে
লবণ,salt,বিশেষ্য,বিশেষ্য,বিশেষ্য,নুন,লবণ,লবন,লবণ,লক্ষ্য
লম্বা,long,বিশেষণ,বিশেষণ,বিশেষণ,লোমবা,লাম্বা,লম্বা,লম্বা,নুন
লাইন,line,বিশেষ্য,বিশেষ্য,বিশেষ্য,লাইন,লাইন,লাইন ,লাইন,লম্ফা
লাইনে,on the line,অব্যয়,অব্যয়,বিশেষ্য,লাইনে ,লাইনো,লাইনত,লাইনে,লাইন 
লাউ,gourd,বিশেষ্য,বিশেষ্য,বিশেষ্য,কদু,লাউ,লাউ,লাউ,লাইনে 
লাকড়ির,of wood,অব্যয়,বিশেষণ,বিশেষ্য,লাকড়ির,লাকড়ির,লাক্রির,খড়ি ,লাই
লাখ,million,বিশেষ্য,বিশেষ্য,বিশেষ্য,লাখ,লাখ  ,লাখ,লাখ,লাকড়ির
লাগছিল,seemed,ক্রিয়া,ক্রিয়া,ক্রিয়া,লাগতেয়াছেলে,লাগের,লার,লাগতাসিল,লাখ
লাগছে,feeling,ক্রিয়া,ক্রিয়া,ক্রিয়া,লাগতেয়াছে ,লাগের,লাগের,লাগছে,লাগছিলো
লাগত,seemed to,ক্রিয়া,ক্রিয়া,ক্রিয়া,লাগতো,লাগতো,লাগিতো,লাগত,লাইগসে
লাগতো,seemed to,ক্রিয়া,ক্রিয়া,ক্রিয়া,লাগতে,অইতো,ওইতো,লাগতো,লাইগদ
লাগবে,will need,ক্রিয়া,ক্রিয়া,ক্রিয়া,লাগবে,লাগবো,লাগিতো,লাগব,লাইগদ
লাগল,took,ক্রিয়া,ক্রিয়া,ক্রিয়া,লাগছে,ফাইছি,লাইজ্ঞে,লাগল,লাইগব
লাগলে,If you like,অব্যয়,ক্রিয়া,ক্রিয়া,লাগলে,লাগলে,লাগিলে,লাগলে,লাইগলো
লাগলো,started,ক্রিয়া,ক্রিয়া,ক্রিয়া,লাগছে,লাগছে,লাইজ্ঞে,লাগলো,লাইগলে
লাগার,to feel,ক্রিয়া,ক্রিয়া,ক্রিয়া,লাগার,লাগার,লাগার,লাগার,লাইগছে
লাগুক,let's,বিশেষ্য,ক্রিয়া,ক্রিয়া,লাগুক,লাগউক,লাগিবেল্লাই,লাগুক,লাগার
লাগে,takes,ক্রিয়া,ক্রিয়া,ক্রিয়া,লাগে ,লাগে,লাগের,লাগে,লাগুক
লাফ,the jump,সর্বনাম,বিশেষ্য,বিশেষ্য,লাপ,ফাল ,লাপ,ফাল ,লাগে 
লাফাচ্ছে,jumping,বিশেষ্য,ক্রিয়া,ক্রিয়া,লাফাইতেয়াছে,লাফাইরা,ফালার,লাফাইতাসে,টক্কি
লাফিয়ে,by jumping,অব্যয়,বিশেষণ,ক্রিয়া,লাফাইয়া ,ফাল,লাপ মারি,ফাল দিয়ে,লাফার
লাভ,profit,বিশেষ্য,বিশেষ্য,বিশেষ্য,লাভ,লাভ,লাভ,লাভ,টক্কিয়ে
লাল,the red,সর্বনাম,বিশেষণ,বিশেষণ,লাল,লাল,লাল,লাল,লাভ
লালন-পালন,rearing,ক্রিয়া,বিশেষ্য,বিশেষ্য,বড় কইরা ফালান,ফালছে,পালিতুলি,পালা,লাল
লালবাগ,Lalbagh,বিশেষ্য,বিশেষ্য,বিশেষ্য,লালবাগ,লালবাগ,লালবাগ,লালবাগ,হালি-হুলি 
লাশটা,the body,সর্বনাম,বিশেষ্য,বিশেষ্য,মরার গা  ,লাশটা,লাশগান,লাশটা,লালবাগ
লিখছেন,writing,ক্রিয়া,ক্রিয়া,ক্রিয়া,ল্যাখছে,লেখছোইন,লিক্কে,লিখসেন,লাশটা
লিখতে,to write,ক্রিয়া,ক্রিয়া,ক্রিয়া,ল্যাখতে,লিখতে,লেকিত,লিখতে,লিখছেন
লিখিত,written,বিশেষণ,বিশেষণ,বিশেষণ,লিখা  ,লিখিত,লিখিত,লিহিত,লিকতো
লিখে,by writing,অব্যয়,ক্রিয়া,ক্রিয়া,লেইখ্যা,লিখিয়া,লেহি,লেইখখা,লিখিত
লিখেছেন,wrote,ক্রিয়া,ক্রিয়া,ক্রিয়া,ল্যাখছেন,লেখছইন,লিকখো,লিখসেন,লিখতে
লিপ্ত,Indulged,বিশেষণ,বিশেষণ,বিশেষণ,জড়াইছে,আছইন,গরের,লিপ্ত,লেইকছে
লেখক,the writer,সর্বনাম,বিশেষ্য,বিশেষ্য,লেখক,লেখক,লেকক,লেখক,লিপ্ত
লেখা,writing,ক্রিয়া,ক্রিয়া,বিশেষ্য,ল্যাহা,লেখা ,লেহা,লেহা,লেখক
